original_text,sentiment
Ordinary product with standard features,0.09588286591973996
Brilliant product design and functionality,0.9720361402038955
"pretty outstanding performance, works perfectly",0.8670373542254339
Not perfect but gets the job done,0.2
"Regular performance, as expected",-0.08261926797753455
"The course was outstanding value for money, will buy again",0.7000971592658382
Poor design and functionality issues,-0.8263922535304499
Excellent build quality and durability,0.8076239163633081
"Not worth the money, very disappointed",-0.9082536891849311
"I thought this would be terrible, but it's actually quite good",0.6
"The electronics was not worth the money, very disappointed",-0.7328957633587387
definitely excellent quality and great customer service,0.6431565707973218
Not perfect but gets the job done,0.2
The software was perhaps standard quality product offering,-0.04880914905975409
"The shoes was awful user interface, hard to use",-0.6060566388950097
"The course was great quality product, very satisfied",0.8046628054189044
Better than the previous version but still lacking,0.2
"Typical quality, nothing outstanding",0.11687298549914762
"very terrible build quality, fell apart quickly",-0.789488615864719
Better than the previous version but still lacking,0.2
The game was poor materials used in construction,-0.9525989505607394
The food was certainly excellent quality and great customer service,0.9341209982356952
"Average product, nothing special",0.01876656038191421
Better than the previous version but still lacking,0.2
The hotel was poor materials used in construction,-0.6607831641594064
Impressive performance and reliability,0.885339834353821
The service was somewhat ordinary product with standard features,0.012899439781580785
"The app was extremely outstanding performance, works perfectly",0.6072930330705446
"The app was not worth the money, very disappointed",-0.7628639277967559
The clothing was frustrating experience from start to finish,-0.917499154465539
completely top-notch quality and craftsmanship,0.8393309060489708
"Not bad at all, better than expected",0.4
absolutely acceptable performance and features,0.040023522072638124
completely low quality materials and workmanship,-0.6872160091368162
"perhaps defective product, doesn't work at all",-0.6018249935234761
"Average product, nothing special",-0.04588128945018151
Has some good points but also major flaws,-0.1
perhaps exceptional customer support team,0.6088494206115989
Has some good points but also major flaws,-0.1
"The restaurant was okay for the price, meets expectations",0.02667992248366924
"I thought this would be terrible, but it's actually quite good",0.6
"The restaurant was very terrible quality, completely disappointed",-0.6864629292929305
"Could have been worse, but still not great",-0.3
The clothing was absolutely cheaply made and breaks easily,-0.989133031509776
The car was amazing features and easy to use,0.6300551126943235
Good value despite some minor problems,0.3
"extremely defective product, doesn't work at all",-0.6064638748578248
"The electronics was pretty great quality product, very satisfied",0.940872600127416
pretty cheaply made and breaks easily,-0.8978026621377582
"The electronics was definitely not worth the money, very disappointed",-0.8629419413909913
Great product at an affordable price,0.9979465268679069
pretty amazing features and easy to use,0.7443895587760108
"Could have been worse, but still not great",-0.3
"extremely unreliable product, stops working frequently",-0.7006462601295074
"Could have been worse, but still not great",-0.3
The hotel was brilliant product design and functionality,0.9770927096540503
extremely faulty product arrived damaged,-0.7997502927718328
The appliance was impressive performance and reliability,0.7895879765722225
The software was poor design and functionality issues,-0.7106380937550855
Started well but ended up being disappointing,-0.5
"Works fine most of the time, occasional issues",0.1
"The hotel was maybe okay for the price, meets expectations",-0.08773771913828896
Amazing features and easy to use,0.7359499855072265
Excellent quality and great customer service,0.687505687829228
Standard offering in this category,0.13956289156372056
certainly excellent build quality and durability,0.855194082317319
The software was somewhat brilliant product design and functionality,0.6922679246871035
certainly excellent build quality and durability,0.7563623983622059
Better than the previous version but still lacking,0.2
"I thought this would be terrible, but it's actually quite good",0.6
"Terrible quality, completely disappointed",-0.7015170970072646
"Outstanding value for money, will buy again",0.7306604967184164
"Not bad at all, better than expected",0.4
"Average product, nothing special",-0.025156389707817986
"Could have been worse, but still not great",-0.3
Not perfect but gets the job done,0.2
Better than the previous version but still lacking,0.2
"The furniture was somewhat typical quality, nothing outstanding",0.1455523665272024
Impressive performance and reliability,0.7461427278696231
The course was exceptional customer support team,0.9728112422040069
"The electronics was broken on arrival, poor packaging",-0.6668678492846916
"Works fine most of the time, occasional issues",0.1
"totally outstanding value for money, will buy again",0.7742691594711564
"Not bad at all, better than expected",0.4
"The headphones was standard product, works as expected",-0.04736771374092179
"perhaps unreliable product, stops working frequently",-0.8457545948537408
"Not bad at all, better than expected",0.4
Good value despite some minor problems,0.3
pretty low quality materials and workmanship,-0.7645980259364045
"Not bad at all, better than expected",0.4
"totally fantastic experience, 5 stars!",0.7014728695492555
"The game was extremely awful user interface, hard to use",-0.610251104528297
The appliance was certainly exceptional customer support team,0.6071447569913277
"The electronics was absolutely standard product, works as expected",0.1285891686346182
The laptop was really excellent build quality and durability,0.7891567862532729
Has some good points but also major flaws,-0.1
Started well but ended up being disappointing,-0.5
"Unreliable product, stops working frequently",-0.8894723566136585
perhaps horrible customer service experience,-0.9331471954115115
The furniture was bad design choices throughout,-0.8025996031382368
"Works fine most of the time, occasional issues",0.1
"totally outstanding value for money, will buy again",0.6530981688971879
"The smartphone was standard product, works as expected",-0.11492293934238255
"Love this item, exceeded my expectations",0.8580413448122259
"Broken on arrival, poor packaging",-0.8072530082901533
"The electronics was terrible build quality, fell apart quickly",-0.8895321768716402
"I thought this would be terrible, but it's actually quite good",0.6
"quite misleading description, not as advertised",-0.8419449026942726
"Incredible value, highly satisfied",0.7808796113133741
"I thought this would be terrible, but it's actually quite good",0.6
"completely perfect product, exactly what i needed",0.8137309894122253
"Not bad at all, better than expected",0.4
"certainly misleading description, not as advertised",-0.9906591614687257
Has some good points but also major flaws,-0.1
Great product at an affordable price,0.9934715701053655
"Love this item, exceeded my expectations",0.9594216754108317
"The hotel was great quality product, very satisfied",0.8472512961831583
"Terrible build quality, fell apart quickly",-0.9520185227904441
absolutely passable quality for the price,0.13894770811951992
"The shoes was awful user interface, hard to use",-0.7032414692165139
pretty difficult to use and poorly designed,-0.6892838066371092
"The software was totally great quality product, very satisfied",0.8816319072396894
The headphones was really horrible customer service experience,-0.7223397705960676
"extremely love this item, exceeded my expectations",0.8194935157466344
completely difficult to use and poorly designed,-0.7446711040832694
Poor materials used in construction,-0.6330056627472038
Best purchase I've made in a long time,0.7763050987752913
Good value despite some minor problems,0.3
"extremely misleading description, not as advertised",-0.9012370293329658
"Not bad at all, better than expected",0.4
"totally awful user interface, hard to use",-0.9959637573243901
somewhat excellent quality and great customer service,0.7077649335194086
"somewhat incredible value, highly satisfied",0.8338682801770355
"quite standard product, works as expected",-0.008711924269579951
Exceptional customer support team,0.6182968135250051
"Typical quality, nothing outstanding",0.1391469482635421
completely horrible customer service experience,-0.8023150210998801
The clothing was low quality materials and workmanship,-0.8507035374483065
"Not bad at all, better than expected",0.4
The app was extremely difficult to use and poorly designed,-0.768463932785763
Impressive performance and reliability,0.8283113218675647
"quite outstanding performance, works perfectly",0.7794774490490123
The software was totally difficult to use and poorly designed,-0.8514056225362263
Has some good points but also major flaws,-0.1
"Moderate performance, room for improvement",0.0870044524679646
totally great product at an affordable price,0.6695010382649178
"very fantastic experience, 5 stars!",0.9877210142476396
Mixed feelings about this purchase,0.0
"maybe moderate performance, room for improvement",0.0017794962958675442
Wonderful service and fast delivery,0.9177157799865849
very fair value for what you get,-0.017367889596083985
Acceptable performance and features,-0.022080492959513254
Poor design and functionality issues,-0.7016299164745301
The software was poor design and functionality issues,-0.7001818062124447
"Broken on arrival, poor packaging",-0.9526030564926398
"Outstanding performance, works perfectly",0.7775000877218284
The appliance was quite adequate quality for the price point,-0.03532432440676249
The electronics was certainly difficult to use and poorly designed,-0.8550274709536684
Passable quality for the price,-0.05065605325075506
totally overpriced for such poor quality,-0.7190964935873343
Mixed feelings about this purchase,0.0
"Could have been worse, but still not great",-0.3
Not perfect but gets the job done,0.2
Brilliant product design and functionality,0.98256627902377
Mixed feelings about this purchase,0.0
Started well but ended up being disappointing,-0.5
The headphones was very faulty product arrived damaged,-0.9198101937886389
"certainly love this item, exceeded my expectations",0.7115485410368727
"Outstanding performance, works perfectly",0.6909078509052606
Great product at an affordable price,0.904115929248854
Brilliant product design and functionality,0.7188011505819529
"really defective product, doesn't work at all",-0.617670206511699
"The laptop was incredible value, highly satisfied",0.9431945015690824
"Average product, nothing special",-0.0679078746417685
absolutely impressive performance and reliability,0.9989022139073578
"totally superb quality, worth every penny",0.6560074154641796
Started well but ended up being disappointing,-0.5
"Works fine most of the time, occasional issues",0.1
The website was best purchase i've made in a long time,0.6408850656900799
"Unreliable product, stops working frequently",-0.6996240806546727
Frustrating experience from start to finish,-0.8281565631470547
"Terrible quality, completely disappointed",-0.9210118040560251
perhaps great product at an affordable price,0.8024567451360977
"really perfect product, exactly what i needed",0.754158648386226
"Awful user interface, hard to use",-0.7511841750516025
"perhaps outstanding value for money, will buy again",0.8006065178748798
The headphones was maybe adequate quality for the price point,0.1492868466754156
Low quality materials and workmanship,-0.896707592133536
The service was very brilliant product design and functionality,0.8060991697258904
maybe passable quality for the price,0.12673028509683734
"very superb quality, worth every penny",0.9300429325690639
"The electronics was maybe superb quality, worth every penny",0.95706868443079
really best purchase i've made in a long time,0.7015554256173218
"maybe okay for the price, meets expectations",-0.0038203937699847756
somewhat standard offering in this category,0.01937719168003904
The game was standard quality product offering,0.08410435882204756
Good value despite some minor problems,0.3
The furniture was brilliant product design and functionality,0.9472643216206188
"somewhat awful user interface, hard to use",-0.69648949849707
The smartphone was bad design choices throughout,-0.6418615643387322
somewhat brilliant product design and functionality,0.9509843450521521
Excellent quality and great customer service,0.6002081507981263
"Great quality product, very satisfied",0.6058178662671527
"The course was broken on arrival, poor packaging",-0.7221618290986858
"The smartphone was terrible quality, completely disappointed",-0.8226907650225527
perhaps overpriced for such poor quality,-0.881308943558364
Bad design choices throughout,-0.6685777608375674
Faulty product arrived damaged,-0.6170207923847615
"absolutely incredible value, highly satisfied",0.9473085122053034
Has some good points but also major flaws,-0.1
Low quality materials and workmanship,-0.9273106827087374
Has some good points but also major flaws,-0.1
very satisfactory performance overall,-0.02903767316002434
Has some good points but also major flaws,-0.1
Good value despite some minor problems,0.3
Better than the previous version but still lacking,0.2
Not perfect but gets the job done,0.2
Best purchase I've made in a long time,0.9121982830184351
"certainly unreliable product, stops working frequently",-0.6535617465553234
perhaps low quality materials and workmanship,-0.6073170629915434
very bad design choices throughout,-0.9006494958520799
The software was very fantastic user experience overall,0.6470596113894235
"Basic functionality, meets requirements",-0.03600627631038161
"pretty disappointing performance, very slow",-0.9658634654062701
Reasonable choice for budget-conscious buyers,-0.07391616874208752
"Outstanding value for money, will buy again",0.6143769095186968
"Defective product, doesn't work at all",-0.9671171745152873
"The shoes was quite incredible value, highly satisfied",0.9636130082662564
"The electronics was maybe okay for the price, meets expectations",-0.133945661126087
Fair value for what you get,0.03793710590307814
"I thought this would be terrible, but it's actually quite good",0.6
Has some good points but also major flaws,-0.1
"Works fine most of the time, occasional issues",0.1
Good value despite some minor problems,0.3
The electronics was somewhat brilliant product design and functionality,0.7980586108055897
Has some good points but also major flaws,-0.1
"maybe regular performance, as expected",-0.10237897098770714
"Works fine most of the time, occasional issues",0.1
Better than the previous version but still lacking,0.2
"I thought this would be terrible, but it's actually quite good",0.6
extremely cheaply made and breaks easily,-0.8235711366996865
Horrible customer service experience,-0.6327168001508898
Has some good points but also major flaws,-0.1
Impressive performance and reliability,0.625349988189107
Has some good points but also major flaws,-0.1
"certainly unreliable product, stops working frequently",-0.931155758870889
absolutely cheaply made and breaks easily,-0.8209588238719132
"Not bad at all, better than expected",0.4
"really standard product, works as expected",-0.0862658168413581
"Basic functionality, meets requirements",-0.029188883701631946
Fantastic user experience overall,0.9852460446356696
"certainly fantastic experience, 5 stars!",0.6254047318360005
Better than the previous version but still lacking,0.2
The course was wonderful service and fast delivery,0.8309945083624503
"Not bad at all, better than expected",0.4
The smartphone was overpriced for such poor quality,-0.8383041081423164
Good value despite some minor problems,0.3
Good value despite some minor problems,0.3
"Terrible build quality, fell apart quickly",-0.6533808073003653
"Disappointing performance, very slow",-0.8650617812923629
very top-notch quality and craftsmanship,0.6802098906801347
really reasonable option for basic needs,-0.08462738752439596
certainly excellent quality and great customer service,0.884459812975207
"Average product, nothing special",-0.01212478283591309
Has some good points but also major flaws,-0.1
"somewhat moderate performance, room for improvement",0.044470040642353825
pretty horrible customer service experience,-0.775823747607824
Better than the previous version but still lacking,0.2
"absolutely average product, nothing special",0.1354334476989276
"The game was fantastic experience, 5 stars!",0.6659337044548004
Ordinary product with standard features,-0.12956729258294322
"Average product, nothing special",-0.08105198226071447
Not perfect but gets the job done,0.2
The website was quite cheaply made and breaks easily,-0.7041078671657837
"Misleading description, not as advertised",-0.6001144783376344
"completely unreliable product, stops working frequently",-0.616967593966473
"Decent quality, could be better",-0.1409688383366043
"quite love this item, exceeded my expectations",0.9760533769831113
extremely good enough for occasional use,0.010610382354495351
Better than the previous version but still lacking,0.2
"Terrible build quality, fell apart quickly",-0.8787223762155816
"I thought this would be terrible, but it's actually quite good",0.6
"The movie was this is an amazing product, highly recommend it!",0.6003115063364057
"Worst purchase ever, total waste of money",-0.8153068745550471
Has some good points but also major flaws,-0.1
extremely poor materials used in construction,-0.6277572780613851
"extremely terrible build quality, fell apart quickly",-0.83368099972502
absolutely horrible customer service experience,-0.8348955482935896
"Not bad at all, better than expected",0.4
"totally standard product, works as expected",-0.11788284643374418
"The shoes was misleading description, not as advertised",-0.8392884797382703
Low quality materials and workmanship,-0.81430459210431
"Defective product, doesn't work at all",-0.8864686211905919
"The service was unreliable product, stops working frequently",-0.9282541271951158
Not perfect but gets the job done,0.2
The movie was perhaps faulty product arrived damaged,-0.764507391147472
"definitely worst purchase ever, total waste of money",-0.7088242772104939
"The appliance was really incredible value, highly satisfied",0.851505927282378
quite overpriced for such poor quality,-0.9431451504826169
"maybe defective product, doesn't work at all",-0.7636530234915834
Has some good points but also major flaws,-0.1
"Standard product, works as expected",-0.11502507763329098
Low quality materials and workmanship,-0.8468804942254449
Started well but ended up being disappointing,-0.5
Better than the previous version but still lacking,0.2
pretty acceptable performance and features,0.059349835651551
"The restaurant was okay for the price, meets expectations",-0.14806943655096128
Horrible customer service experience,-0.8158566915192295
"Outstanding value for money, will buy again",0.9053457692015644
definitely excellent build quality and durability,0.9623564419151042
Started well but ended up being disappointing,-0.5
Mixed feelings about this purchase,0.0
"very incredible value, highly satisfied",0.6654095490340091
"definitely outstanding value for money, will buy again",0.9180744779074814
"The appliance was perhaps incredible value, highly satisfied",0.7517434359689695
Better than the previous version but still lacking,0.2
Top-notch quality and craftsmanship,0.8899306239496233
"pretty love this item, exceeded my expectations",0.6975958573516334
Brilliant product design and functionality,0.8147897691573655
certainly fantastic user experience overall,0.8266301448685675
Not perfect but gets the job done,0.2
The hotel was faulty product arrived damaged,-0.6021405433760008
extremely overpriced for such poor quality,-0.7338831592087779
"completely this is an amazing product, highly recommend it!",0.8430179407605753
Has some good points but also major flaws,-0.1
Not perfect but gets the job done,0.2
completely frustrating experience from start to finish,-0.8816228444565374
"Superb quality, worth every penny",0.9339720947197196
"Not bad at all, better than expected",0.4
"The course was very decent quality, could be better",-0.10179612458644643
"Works fine most of the time, occasional issues",0.1
Cheaply made and breaks easily,-0.7818272522372378
Excellent build quality and durability,0.6906625608907953
"The clothing was perhaps disappointing performance, very slow",-0.9098474927972937
Good value despite some minor problems,0.3
Started well but ended up being disappointing,-0.5
"Worst purchase ever, total waste of money",-0.8144270053246655
"I thought this would be terrible, but it's actually quite good",0.6
totally ordinary product with standard features,0.10988773079465439
certainly brilliant product design and functionality,0.7633812852282795
Satisfactory performance overall,-0.09546633983479141
"Typical quality, nothing outstanding",0.10517235840453479
Mixed feelings about this purchase,0.0
Bad design choices throughout,-0.7069066100855339
"quite perfect product, exactly what i needed",0.6333137644781038
completely great product at an affordable price,0.8634768584829774
"pretty misleading description, not as advertised",-0.9383419827286051
"Fantastic experience, 5 stars!",0.6129263804438602
really fantastic user experience overall,0.9059239203611982
Impressive performance and reliability,0.7135103623194898
"perhaps outstanding performance, works perfectly",0.9879648184429082
"quite incredible value, highly satisfied",0.9649453382466764
Best purchase I've made in a long time,0.8863888915389591
"The smartphone was quite love this item, exceeded my expectations",0.8568126584617151
certainly adequate quality for the price point,-0.056084956481055936
"The shoes was worst purchase ever, total waste of money",-0.9946389494271337
"Worst purchase ever, total waste of money",-0.6587641506385398
"quite terrible quality, completely disappointed",-0.995156609906045
Better than the previous version but still lacking,0.2
Mixed feelings about this purchase,0.0
The appliance was totally difficult to use and poorly designed,-0.6905349740417337
Not perfect but gets the job done,0.2
"somewhat not worth the money, very disappointed",-0.8658883799686817
very faulty product arrived damaged,-0.9735960623439034
The movie was best purchase i've made in a long time,0.7385383977463845
Excellent build quality and durability,0.6724597398138721
Started well but ended up being disappointing,-0.5
Better than the previous version but still lacking,0.2
"very defective product, doesn't work at all",-0.9473226246111845
"Works fine most of the time, occasional issues",0.1
completely acceptable performance and features,0.1012592502228167
"I thought this would be terrible, but it's actually quite good",0.6
Reasonable option for basic needs,-0.04123206103227163
"The headphones was defective product, doesn't work at all",-0.739110296181811
absolutely amazing features and easy to use,0.6482267543109115
The furniture was frustrating experience from start to finish,-0.9033852633193273
Poor design and functionality issues,-0.9883714478624185
The clothing was amazing features and easy to use,0.980094941528321
Low quality materials and workmanship,-0.6553945171092426
Has some good points but also major flaws,-0.1
"Moderate performance, room for improvement",-0.04090639232416511
The restaurant was top-notch quality and craftsmanship,0.8451776699462423
"Love this item, exceeded my expectations",0.6763644124601385
"This is an amazing product, highly recommend it!",0.6463476238100518
perhaps good enough for occasional use,0.12807490389933243
Difficult to use and poorly designed,-0.9844082717355478
Low quality materials and workmanship,-0.916817456284244
"Worst purchase ever, total waste of money",-0.6250586823136541
maybe exceptional customer support team,0.8590294573607631
maybe cheaply made and breaks easily,-0.6011687371673353
Started well but ended up being disappointing,-0.5
Good value despite some minor problems,0.3
Poor design and functionality issues,-0.7602524137348264
"certainly typical quality, nothing outstanding",-0.021754063772919607
extremely top-notch quality and craftsmanship,0.7329258501420436
"certainly great quality product, very satisfied",0.668927948480652
"The electronics was maybe okay for the price, meets expectations",-0.09878749100625595
"really this is an amazing product, highly recommend it!",0.8099025726528951
"The course was pretty unreliable product, stops working frequently",-0.7745360115884952
"Disappointing performance, very slow",-0.7043893768848165
"The car was really defective product, doesn't work at all",-0.636149272225363
"The food was disappointing performance, very slow",-0.6908314072495539
"Could have been worse, but still not great",-0.3
Great product at an affordable price,0.6508799050749798
definitely standard quality product offering,-0.0064526789678432395
"extremely unreliable product, stops working frequently",-0.7258224467112393
"extremely superb quality, worth every penny",0.8952134465705481
maybe passable quality for the price,-0.030200225940233222
The clothing was definitely bad design choices throughout,-0.7812496136495821
The electronics was very amazing features and easy to use,0.8089738304284676
"Moderate performance, room for improvement",-0.07372163056654063
The service was difficult to use and poorly designed,-0.71395993548652
"The shoes was unreliable product, stops working frequently",-0.7195441622330105
"The food was quite perfect product, exactly what i needed",0.6510758917689862
maybe best purchase i've made in a long time,0.7198383647065908
Has some good points but also major flaws,-0.1
"The restaurant was quite fantastic experience, 5 stars!",0.7696888036987906
Wonderful service and fast delivery,0.8127429918752695
"certainly perfect product, exactly what i needed",0.6277445203500661
"Works fine most of the time, occasional issues",0.1
certainly cheaply made and breaks easily,-0.9949569920096963
Horrible customer service experience,-0.8946736864987199
"Works fine most of the time, occasional issues",0.1
Low quality materials and workmanship,-0.6043128984169
The laptop was definitely amazing features and easy to use,0.6097603126226152
totally bad design choices throughout,-0.676270240685895
"perhaps misleading description, not as advertised",-0.86967075297422
"Could have been worse, but still not great",-0.3
extremely wonderful service and fast delivery,0.8393770804820908
The software was totally good enough for occasional use,-0.10211252957034983
definitely wonderful service and fast delivery,0.7382783974015678
"totally basic functionality, meets requirements",0.06863341633519424
"Not bad at all, better than expected",0.4
Has some good points but also major flaws,-0.1
"The course was perhaps average product, nothing special",-0.09022621367750577
"Not bad at all, better than expected",0.4
Horrible customer service experience,-0.7123690210584577
pretty fantastic user experience overall,0.7827434579521475
"Defective product, doesn't work at all",-0.6733271298197128
The smartphone was exceptional customer support team,0.728297096175251
Difficult to use and poorly designed,-0.648325690959501
very poor design and functionality issues,-0.9404447798670221
The car was faulty product arrived damaged,-0.6935536268817655
The hotel was somewhat best purchase i've made in a long time,0.8605468843952984
"perhaps perfect product, exactly what i needed",0.9003484271165989
The course was bad design choices throughout,-0.8875847674475887
"totally terrible build quality, fell apart quickly",-0.9332187645011205
certainly horrible customer service experience,-0.9831901299314378
"The app was somewhat perfect product, exactly what i needed",0.8823325935514779
Has some good points but also major flaws,-0.1
"The course was very worst purchase ever, total waste of money",-0.8360380441214847
"Love this item, exceeded my expectations",0.9960215400417053
"Decent quality, could be better",0.10694802082877206
"Outstanding value for money, will buy again",0.8125418526272592
Good value despite some minor problems,0.3
Mixed feelings about this purchase,0.0
Satisfactory performance overall,0.14134527221048573
Excellent build quality and durability,0.6778233292741204
"The car was misleading description, not as advertised",-0.6063947347158143
"Awful user interface, hard to use",-0.9769188286336404
The laptop was definitely top-notch quality and craftsmanship,0.6164733981117086
Excellent quality and great customer service,0.6873761748867334
"absolutely this is an amazing product, highly recommend it!",0.8083337040103294
pretty bad design choices throughout,-0.8959053608059082
"absolutely awful user interface, hard to use",-0.9393619700799603
Not perfect but gets the job done,0.2
The hotel was top-notch quality and craftsmanship,0.8856347728529711
"Not bad at all, better than expected",0.4
Better than the previous version but still lacking,0.2
The shoes was extremely standard offering in this category,0.1490848252235009
The website was suitable for casual users,0.09859587183548676
"Not bad at all, better than expected",0.4
Impressive performance and reliability,0.8473019086121184
The electronics was somewhat bad design choices throughout,-0.670102705061197
Faulty product arrived damaged,-0.9723881836448601
"The food was perhaps regular performance, as expected",0.03984078319845208
maybe acceptable performance and features,-0.04117391988025439
"The shoes was perhaps unreliable product, stops working frequently",-0.826238672397356
The service was low quality materials and workmanship,-0.8715351389456186
"The book was misleading description, not as advertised",-0.8103974286067377
The game was suitable for casual users,-0.03175918596521156
The smartphone was suitable for casual users,0.10061175908527384
really suitable for casual users,-0.054262953053861224
"I thought this would be terrible, but it's actually quite good",0.6
"Misleading description, not as advertised",-0.6047856135377632
"Moderate performance, room for improvement",-0.11663737579853438
extremely cheaply made and breaks easily,-0.6571282972004988
"Great quality product, very satisfied",0.6515518887642596
"Disappointing performance, very slow",-0.7510345433736013
somewhat low quality materials and workmanship,-0.9125137548008291
Mixed feelings about this purchase,0.0
certainly poor design and functionality issues,-0.8498960382229335
The laptop was best purchase i've made in a long time,0.7634936684392386
"somewhat regular performance, as expected",-0.11172894762858873
Adequate quality for the price point,-0.12258776854187724
totally standard quality product offering,0.041332242553677456
Brilliant product design and functionality,0.8262927855983164
extremely acceptable performance and features,0.11711529625657982
Started well but ended up being disappointing,-0.5
Started well but ended up being disappointing,-0.5
The movie was wonderful service and fast delivery,0.6909403932119949
The shoes was overpriced for such poor quality,-0.8428103098618835
The website was overpriced for such poor quality,-0.680647863792659
extremely excellent quality and great customer service,0.7791132658292367
Frustrating experience from start to finish,-0.861908018532011
Fantastic user experience overall,0.7513905693943477
completely suitable for casual users,-0.06110225943005998
"Could have been worse, but still not great",-0.3
certainly fair value for what you get,-0.07205155861791016
"Could have been worse, but still not great",-0.3
"Not bad at all, better than expected",0.4
"The appliance was totally perfect product, exactly what i needed",0.8301896711503516
Has some good points but also major flaws,-0.1
Not perfect but gets the job done,0.2
"very defective product, doesn't work at all",-0.6491042171351198
Faulty product arrived damaged,-0.9070462707775808
Mixed feelings about this purchase,0.0
totally low quality materials and workmanship,-0.6965992476334437
Mixed feelings about this purchase,0.0
Not perfect but gets the job done,0.2
"The book was awful user interface, hard to use",-0.7123360412221724
Faulty product arrived damaged,-0.6767059159963111
Started well but ended up being disappointing,-0.5
"Perfect product, exactly what I needed",0.6377771843023713
"very outstanding value for money, will buy again",0.7735406596951893
Fair value for what you get,-0.0688068174054703
Better than the previous version but still lacking,0.2
"Incredible value, highly satisfied",0.8371673599327127
The software was best purchase i've made in a long time,0.6745283517976483
"Works fine most of the time, occasional issues",0.1
The electronics was poor materials used in construction,-0.7812561436099495
"Could have been worse, but still not great",-0.3
Good value despite some minor problems,0.3
"Works fine most of the time, occasional issues",0.1
Not perfect but gets the job done,0.2
"quite broken on arrival, poor packaging",-0.6941123434094882
"Not worth the money, very disappointed",-0.6784780438066099
"absolutely superb quality, worth every penny",0.6972688763997816
"Disappointing performance, very slow",-0.7010222373613224
"The app was quite decent quality, could be better",0.045454704998667717
Started well but ended up being disappointing,-0.5
"Great quality product, very satisfied",0.7098927188103635
"Incredible value, highly satisfied",0.6938696153046204
"really outstanding value for money, will buy again",0.7587135308855554
"Not bad at all, better than expected",0.4
"totally worst purchase ever, total waste of money",-0.6077932711995575
"This is an amazing product, highly recommend it!",0.8663689426469987
Wonderful service and fast delivery,0.8922196547237206
"Unreliable product, stops working frequently",-0.7665772130700725
Frustrating experience from start to finish,-0.7836379984647677
The movie was certainly wonderful service and fast delivery,0.8145925405938379
The game was maybe reasonable option for basic needs,-0.12730166882876673
"pretty basic functionality, meets requirements",0.05839613184305262
"Fantastic experience, 5 stars!",0.6304801518396652
"I thought this would be terrible, but it's actually quite good",0.6
absolutely top-notch quality and craftsmanship,0.8825902905947605
completely acceptable performance and features,-0.07467596890044967
"Could have been worse, but still not great",-0.3
"Works fine most of the time, occasional issues",0.1
"Outstanding value for money, will buy again",0.8503439662856945
"Could have been worse, but still not great",-0.3
perhaps standard offering in this category,0.14296830699687127
really horrible customer service experience,-0.6708166215114055
"Could have been worse, but still not great",-0.3
The hotel was completely amazing features and easy to use,0.7739309354414985
Started well but ended up being disappointing,-0.5
Better than the previous version but still lacking,0.2
"Unreliable product, stops working frequently",-0.8504315811948746
The software was good enough for occasional use,0.06726976428358478
Better than the previous version but still lacking,0.2
Mixed feelings about this purchase,0.0
"Worst purchase ever, total waste of money",-0.7070205072647641
perhaps excellent build quality and durability,0.6848179359632907
Has some good points but also major flaws,-0.1
"Works fine most of the time, occasional issues",0.1
Exceptional customer support team,0.6756886159140023
"absolutely terrible quality, completely disappointed",-0.9277621607298796
The furniture was somewhat poor design and functionality issues,-0.8239204008178038
somewhat wonderful service and fast delivery,0.6654623771462818
somewhat horrible customer service experience,-0.6246780726206069
Good value despite some minor problems,0.3
Not perfect but gets the job done,0.2
"Works fine most of the time, occasional issues",0.1
"The website was fantastic experience, 5 stars!",0.9911602675017084
"The headphones was love this item, exceeded my expectations",0.9921326334864182
"The software was broken on arrival, poor packaging",-0.662688763625439
"pretty worst purchase ever, total waste of money",-0.9474602367420373
"I thought this would be terrible, but it's actually quite good",0.6
really amazing features and easy to use,0.8387371395667557
"Could have been worse, but still not great",-0.3
"totally regular performance, as expected",0.04677099392951986
Better than the previous version but still lacking,0.2
Fair value for what you get,0.00898217607906987
"Could have been worse, but still not great",-0.3
The game was cheaply made and breaks easily,-0.6063558723854008
"perhaps misleading description, not as advertised",-0.7016559845491952
absolutely amazing features and easy to use,0.9036143382155399
"I thought this would be terrible, but it's actually quite good",0.6
certainly difficult to use and poorly designed,-0.9679111014177144
perhaps top-notch quality and craftsmanship,0.9683391391262748
very fantastic user experience overall,0.7530105120976033
"Could have been worse, but still not great",-0.3
The appliance was absolutely impressive performance and reliability,0.6837397293346841
Not perfect but gets the job done,0.2
Good enough for occasional use,-0.05473362603914947
"Works fine most of the time, occasional issues",0.1
extremely faulty product arrived damaged,-0.9596235200089914
"really terrible build quality, fell apart quickly",-0.6084075539300764
The course was absolutely good enough for occasional use,0.003954925127033632
"I thought this would be terrible, but it's actually quite good",0.6
Mixed feelings about this purchase,0.0
"pretty incredible value, highly satisfied",0.807909579422407
very reasonable choice for budget-conscious buyers,0.0506629593122056
extremely reasonable choice for budget-conscious buyers,0.016540136025956553
Impressive performance and reliability,0.6080284791110905
"The car was outstanding value for money, will buy again",0.8753999603061465
"I thought this would be terrible, but it's actually quite good",0.6
definitely excellent build quality and durability,0.8870391062632705
"Not bad at all, better than expected",0.4
"somewhat defective product, doesn't work at all",-0.6674505942457161
somewhat acceptable performance and features,-0.04771242856933251
Has some good points but also major flaws,-0.1
